id,firstName,lastName,adp,projectedPoints,positionRank,slotName,teamName,lineupStatus,byeWeek
d2ecbbb8-5669-4fb7-820e-0bd73e51a308,David,Bell,220.6,85.1,WR85,WR,Cleveland Browns,,
9ccfb565-3924-4244-b422-406cb07cc371,Trey,Sermon,220.8,86.6,RB69,RB,San Francisco 49ers,,
c5637d60-a859-4487-8f93-48c0b062064f,Isaiah,Likely,221,29.4,TE30,TE,Baltimore Ravens,,
fe6ddd4f-18db-4599-96b6-3febd59a17ea,Mike,Davis,222,39.3,RB70,RB,Baltimore Ravens,,
99806a54-0982-4a93-b7d3-a3a3e080ada0,Joe,Flacco,222.6,57.8,QB40,QB,NY Jets,,
48acfadb-ea0d-4ba3-aba9-78a7442d4956,Nick,Westbrook-Ikhine,224.6,6.8,WR86,WR,Tennessee Titans,,
371f170e-0961-4ed5-86f0-c2f9d6876340,Randall,Cobb,226.6,71.9,WR87,WR,Green Bay Packers,,
0251078a-9fa2-4f3d-a983-d056fc20be04,Curtis,Samuel,228.6,97.6,WR88,WR,Washington Commanders,,
ca3208e1-132f-47bd-b7df-7a38fad2b743,D'Onta,Foreman,229.2,94.1,RB71,RB,Carolina Panthers,,
631cc67b-639e-4a33-a151-dc86843f8967,Mack,Hollins,229.6,29.6,WR89,WR,Las Vegas Raiders,,
52f9e165-6ace-445e-95e3-cc2c2b5ed5ca,Tyquan,Thornton,229.8,69.7,WR90,WR,New England Patriots,,
6f0e31f5-e191-4b8b-898d-def4990e74b4,Donovan,Peoples-Jones,231,72.4,WR91,WR,Cleveland Browns,,
0e842d3c-1f20-41de-b5d5-98e1be7db1f9,Daniel,Bellinger,231,19.4,TE31,TE,NY Giants,,
a9971c30-0565-4359-b63f-ab5bf3fb7a6d,Kyle,Philips,231,0,WR91,WR,Tennessee Titans,,
d3d5af1d-f507-4865-8537-e7b22d9e6054,Khalil,Shakir,231.8,58.5,WR93,WR,Buffalo Bills,,
f4d1993d-4563-4bea-a4ff-6098d3ef41df,Sterling,Shepard,232.2,107.4,WR94,WR,NY Giants,,
207cdb3c-04a1-4d35-ae8a-c0ac82ca626a,Kendrick,Bourne,233.2,75.8,WR95,WR,New England Patriots,,
caeb37c8-5d47-4e18-a5a3-7a39c3d7ea0e,Nelson,Agholor,233.4,161.6,WR96,WR,New England Patriots,,
3ac085a1-7c51-4537-aae2-565798e93884,Samaje,Perine,233.4,64.5,RB72,RB,Cincinnati Bengals,,
b494a0e1-338e-4896-91c7-5aab814d57d9,Chris,Evans,233.6,89.4,RB73,RB,Cincinnati Bengals,,
50ed68ec-500b-46c8-86e0-3b2f36097186,Jonnu,Smith,233.6,58.3,TE32,TE,New England Patriots,,
a07bc90e-cd1e-4d73-acec-542ec4149cb0,Adam,Trautman,233.8,68.3,TE33,TE,New Orleans Saints,,
72a212a4-a83f-49d9-b904-95b7147f3762,Terrace,Marshall,234,88.3,WR97,WR,Carolina Panthers,,
3b9a7879-5787-4c19-8236-586db03a2f99,Matt,Breida,234.4,46.5,RB74,RB,NY Giants,,
9effc3a7-93d4-4cc1-ab11-088c368cc4f4,Tyler,Huntley,234.4,2.9,QB41,QB,Baltimore Ravens,,
e09531b4-a791-49f0-bdf0-cc93f858468a,Boston,Scott,234.8,65.8,RB75,RB,Philadelphia Eagles,,
cdd8658a-07ca-4d36-a291-a1203ef2a401,Chuba,Hubbard,235,60.5,RB76,RB,Carolina Panthers,,
957e5bbd-2ad3-4e5c-80b9-054dbf61684c,Tyler,Conklin,235,58.5,TE34,TE,NY Jets,,
8c27ba42-cc8a-41c9-a4cd-f5cf28de09ee,Kenyan,Drake,235.2,45.3,RB77,RB,,,
baeaaa38-283e-48d5-a92a-4a1b41ca4e54,Sony,Michel,235.4,112.9,RB78,RB,Miami Dolphins,,
42294cc5-af2f-4735-a0f1-6bcb9ffd5f04,C.J.,Uzomah,235.4,80.4,TE35,TE,NY Jets,,
e97aaf61-e98d-4056-8ed5-9cbd49590178,Jerome,Ford,235.4,32.1,RB78,RB,Cleveland Browns,,
5a2a05b7-d22b-40a0-8648-f56436d04ec0,Quez,Watkins,235.6,20.1,WR98,WR,Philadelphia Eagles,,
e7d927a7-e0b3-42d3-8e88-2cc87604b2a1,Ty,Montgomery,236.2,14.3,WR99,WR,New England Patriots,,
43eb2246-7dfd-4285-9fbd-3de43b0dcd4d,Laviska,Shenault,236.4,89.8,WR100,WR,Jacksonville Jaguars,,
7bdadfa2-ef81-49ae-8e50-bd6e4dd6fdd0,Bryan,Edwards,236.4,74.6,WR100,WR,Atlanta Falcons,,
b3084801-30f2-473a-9de1-4a2cefd9fda8,Kyren,Williams,236.4,67.6,RB80,RB,Los Angeles Rams,,
ae555f7c-5378-4578-9338-0d0380785a3e,A.J.,Green,237,88.1,WR102,WR,Arizona Cardinals,,
9bcf9b0e-ef6a-41ad-ab4c-b503d26b9f5c,Greg,Dulcich,237.2,20.9,TE36,TE,Denver Broncos,,
90c1340b-b3c2-428d-b771-56dc1b8b6dce,Velus,Jones,237.4,19.9,WR103,WR,Chicago Bears,,
bcaef4b6-83c5-47a6-85aa-ba11193c1ad2,Trey,McBride,238.2,73.8,TE37,TE,Arizona Cardinals,,
8e103c12-13af-4523-8d8d-d6c26434d252,Ameer,Abdullah,238.6,25.9,RB81,RB,Las Vegas Raiders,,
b2b92e9d-6ca2-49bc-a08b-943316a765ab,Denzel,Mims,238.8,49.2,WR104,WR,NY Jets,,
b6eb7f8c-a0a4-49f6-8013-0c276f396ef9,James,Proche,239,1.9,WR105,WR,Baltimore Ravens,,
7090a370-7789-4b37-b400-0ff92c7950f4,Olamide,Zaccheaus,239.2,43.4,WR106,WR,Atlanta Falcons,,
cafeaf22-f840-473f-a1ee-7525cc9982fa,William,Fuller,239.4,110.3,WR107,WR,,,
1f8de98c-d3ce-4ec7-9f7b-5aeb893ca26c,Darrynton,Evans,239.6,50.4,RB82,RB,Chicago Bears,,
e4edd6fb-debf-4b1a-a83e-817dbfd3adc1,Hassan,Haskins,239.8,111.5,RB83,RB,Tennessee Titans,,
fccda2c6-4a6d-4387-9094-bf4174191bf0,Kyle,Rudolph,239.8,51.4,TE38,TE,Tampa Bay Buccaneers,,
ff2acfce-51f9-4cb8-b5af-260b17f73818,Danny,Gray,239.8,31.1,WR108,WR,San Francisco 49ers,,
8df75da7-f208-47d2-a56a-4f66b4af7c53,Braxton,Berrios,240,65.4,WR109,WR,NY Jets,,
02250354-d81e-4cdc-8022-dfc76de3fa96,Jarrett,Stidham,240,15.9,QB42,QB,Las Vegas Raiders,,
16fbf4e5-11c2-49a6-8d1f-ad178e3d9149,Cole,Beasley,-,166.5,,WR,,,
c1635f57-53d4-46ec-af99-e875b3fe0194,Sam,Darnold,-,137,,QB,Carolina Panthers,,
d6a3bd6b-3891-42f4-a7c2-8171ae7c1041,T.Y.,Hilton,-,136.2,,WR,,,
1e566f95-b6f9-4fd2-b84d-4fd8b5d2095a,Keelan,Cole,-,127.9,,WR,Las Vegas Raiders,,
eab1a054-0959-4316-bf51-60c57156b60e,Wayne,Gallman,-,126.1,,RB,,,
712c813a-316b-4384-a895-4f382dd9962f,John,Metchie,-,119.6,,WR,Houston Texans,,
daf79683-0379-40fb-8fc3-efa74ff005ce,Jimmy,Graham,-,118.6,,TE,,,
b8740965-3bb7-4d7f-a37c-83ffe12bfce4,Zach,Pascal,-,114.9,,WR,Philadelphia Eagles,,
d4968a12-8593-4165-9fa6-2cb8c7a9377a,Ty'Son,Williams,-,110,,RB,Indianapolis Colts,,
94163d25-37ad-49d2-8d1b-3dfd1af026a9,Jared,Cook,-,108.9,,TE,,,
691ab029-e77a-42bb-878a-3e3ea2263f86,Chris,Carson,-,106.8,,RB,,,
3285aeec-c928-49c4-8c22-724abef7d1f9,Greg,Ward,-,106.6,,WR,Philadelphia Eagles,,
71bb1889-d2e9-4bfe-bd49-92a678540aaf,Zonovan,Knight,-,105.8,,RB,NY Jets,,
0b7c9bc7-5431-4f4f-be1b-7b12ec9ed74e,Jamal,Agnew,-,102.5,,WR,Jacksonville Jaguars,,
30de38b2-dff4-4c44-b5ee-214f6822c1e2,Rashard,Higgins,-,102.4,,WR,Carolina Panthers,,
fa513b94-4668-401c-a0bf-bb9bba968d0d,Teddy,Bridgewater,-,96,,QB,Miami Dolphins,,
10412812-7a11-4fd5-9b73-964bc0453c02,Rex,Burkhead,-,95.1,,RB,Houston Texans,,
2516b551-df5f-428f-9ad2-cf94eaa09458,Emmanuel,Sanders,-,87.9,,WR,,,
5e4b5652-f603-4d5e-b0ea-3d36013179a9,Marquez,Callaway,-,87.7,,WR,New Orleans Saints,,
f26191a7-e853-4f23-853e-f3b93965423a,Tim,Patrick,-,87.6,,WR,Denver Broncos,OUT,
9bfc6d4f-979d-40ef-8889-254e6ccb1c7c,Scott,Miller,-,86,,WR,Tampa Bay Buccaneers,,
2de8e77d-7ffa-48c0-a77d-f1b45811b5c0,Demarcus,Robinson,-,85.1,,WR,Baltimore Ravens,,
1898e204-e05d-43db-9b62-87c2e1491401,James,Washington,-,84.2,,WR,Dallas Cowboys,,
7270dd30-62bc-4330-aa51-689546abbcdb,Breshad,Perriman,-,84.1,,WR,Tampa Bay Buccaneers,,
b7562b13-42ab-4f00-89d7-85ad90e2e9b3,Myles,Gaskin,-,83.6,,RB,Miami Dolphins,,
fabe4118-0026-476f-9e46-ef2ce02319dd,Danny,Amendola,-,83.4,,WR,,,
83f93ad9-6aa8-45b9-b254-0de83a8e65f6,Jalen,Guyton,-,83.1,,WR,Los Angeles Chargers,,
dbe1aa76-aa47-4a74-a71c-93d0c6c5fb8f,James,White,-,81.5,,RB,,,
3238ece2-5de1-467a-8799-fa030a075b24,Dontario,Drummond,-,80.9,,WR,Dallas Cowboys,,
736e70a9-cfa4-4213-9322-bd4f11edbc57,Kalen,Ballage,-,79.4,,RB,,,
187c215d-d53b-4836-a3fd-96298ece4d56,Tre'Quan,Smith,-,79,,WR,New Orleans Saints,,
9ed72823-b048-4bf7-9cf8-b82184f6b97b,Willie,Snead,-,77.7,,WR,San Francisco 49ers,,
a4e472f0-6afd-4470-b1c9-ca271abea693,Chris,Conley,-,77.1,,WR,Houston Texans,,
bc133cde-b2c9-4471-baa0-621fc27b5bf3,Carlos,Hyde,-,76.9,,RB,,,
7ba19bdd-986f-410c-8e1f-42ce0a10837a,Quintez,Cephus,-,76.4,,WR,Detroit Lions,,
9fb53f0e-303b-45c9-8150-96b1d9bb8383,Darius,Slayton,-,76.4,,WR,NY Giants,,
4b01183a-8908-4cc8-b00b-1916c3f3ec84,Josh,Reynolds,-,75,,WR,Detroit Lions,,
a69bea48-a44c-4785-85e8-7d2a93aa5aa1,Damien,Williams,-,74.3,,RB,Atlanta Falcons,,
1c5f9b19-9844-49f6-9549-aac5586eb959,Jauan,Jennings,-,74.3,,WR,San Francisco 49ers,,
19dc3b12-cde2-4a39-933f-cf250998d89a,Kyle,Juszczyk,-,72.1,,RB,San Francisco 49ers,,
a59eb8e7-0886-47db-81a4-30a93b07b61a,Justin,Jackson,-,71.7,,RB,Detroit Lions,,
629681ba-b38b-4326-9143-563e5000f928,Justyn,Ross,-,71.6,,WR,Kansas City Chiefs,,
bbdf229a-390d-4423-adc9-fe03d1bc0bac,Jalen,Reagor,-,71.2,,WR,Philadelphia Eagles,,
6f185be7-dc30-44aa-929d-47a68f350d0c,Jordan,Love,-,70.8,,QB,Green Bay Packers,,
4567ef3a-754d-42e5-bc0a-874d98412138,Keke,Coutee,-,70.5,,WR,Indianapolis Colts,,
17b86b1a-c409-4a89-8ae9-6ee9213014e4,Cam,Sims,-,70.2,,WR,Washington Commanders,,
52f17c08-5057-488b-b89d-c4777e2f52ec,Benny,Snell,-,69.9,,RB,Pittsburgh Steelers,,
03e7cc75-9874-4011-889d-aef08e466300,Tyron,Johnson,-,69.5,,WR,Las Vegas Raiders,,
7db05906-a1af-4688-aa27-40dc883ac85a,Jakeem,Grant,-,69.3,,WR,Cleveland Browns,,
e494ba0f-2358-4c22-9083-1128ddf09774,David,Johnson,-,69.2,,RB,,,
f86d2c3b-0742-4ddb-b7b1-239d4f4fb50c,Tre,Turner,-,67.8,,WR,,,
10bc0e7f-1928-4ced-8090-c8cddf1524ef,Laquon,Treadwell,-,66,,WR,Jacksonville Jaguars,,
fd7a5870-9e5a-4bed-9554-c270c93bc354,Preston,Williams,-,65.8,,WR,Miami Dolphins,,
3ae1b68f-b2b6-4e74-b4c7-0220b47c530b,Darren,Fells,-,65.7,,TE,,,
026855f1-3f52-496c-a026-0cb7865815c0,Mike,Glennon,-,65.6,,QB,,,
47b73ceb-ae18-4210-823d-90373a6d9b43,Jordan,Akins,-,65.2,,TE,NY Giants,,
666e4a5e-5451-48e2-92f4-c77aa086e5bc,Anthony,Firkser,-,64.2,,TE,Atlanta Falcons,,
b5509527-11a4-40a0-a13e-469b60b2019f,Dan,Arnold,-,63.2,,TE,Jacksonville Jaguars,,
b697fafa-2fed-4d2e-bf3e-1c52c6ef7f44,Dyami,Brown,-,63.1,,WR,Washington Commanders,,
f50b1576-de8f-4494-9425-26d499406f43,Charleston,Rambo,-,62.8,,WR,Carolina Panthers,,
53f05d02-9935-4813-94c7-4eb200aff9f8,Damiere,Byrd,-,62.6,,WR,Atlanta Falcons,,
7782afc3-fd34-41bb-834e-11a6ccba98f6,Ricky,Seals-Jones,-,62.1,,TE,NY Giants,,
452e3038-7350-4511-bc60-2cad3fb3702b,Jalen,Wydermyer,-,61.8,,TE,New England Patriots,,
9dc6ec6a-59df-46b1-8256-6f543bd983b8,Deven,Thompkins,-,60.4,,WR,Tampa Bay Buccaneers,,
b4b3f0dc-78bb-45c3-985b-2c3af0e29d08,Miles,Boykin,-,60.1,,WR,Pittsburgh Steelers,,
59756d35-c310-493c-a0cf-759c8be45fd2,Eric,Ebron,-,59.8,,TE,,,
2372c845-68e8-43d4-8461-3c59e025c182,Drew,Sample,-,58.9,,TE,Cincinnati Bengals,,
d5607b84-3ac6-4f75-a876-ca60b8a08db9,O.J.,Howard,-,58.8,,TE,Buffalo Bills,,
7ed24ecc-d225-4dd8-a2be-50ca94e12c2a,Chris,Herndon,-,58.2,,TE,,,
94919eeb-b7f8-4166-aa36-2c8e5c14effc,N'Keal,Harry,-,57.4,,WR,Chicago Bears,,
18c73dfb-d1f2-4d95-aae1-da44597841b5,Giovani,Bernard,-,55.5,,RB,Tampa Bay Buccaneers,,
3d2e493c-0be5-4466-adfd-91375f7651e3,Ty,Johnson,-,55.3,,RB,NY Jets,,
480d6365-a83f-4240-ae34-f3ec3ad6c5e5,Jordan,Wilkins,-,55.3,,RB,,,
7e6a6e94-f82c-4367-9e4c-4baf85d34bdc,Travis,Fulgham,-,54.3,,WR,Green Bay Packers,,
a8591960-ecc9-4a9e-abd4-4fc126728c60,Brandon,Allen,-,53.7,,QB,Cincinnati Bengals,,
de0e14e9-056e-408d-bfbb-59feed007e44,Jacob,Hollister,-,53.4,,TE,Las Vegas Raiders,,
fc3a9a97-d2c3-44cb-a4ce-cc4f73d6e60b,Salvon,Ahmed,-,53.2,,RB,Miami Dolphins,,
97d1a8e7-385b-471f-a5e5-5e97011fdea6,Peyton,Barber,-,53,,RB,,,
51a9f83a-00cc-47a6-891d-80d4fe630de0,Richie,James,-,52.9,,WR,NY Giants,,
b46e9ccf-3fdb-48eb-b2dd-78e0385c72b0,D'Vonte,Price,-,52.4,,RB,Indianapolis Colts,,
31cf9302-968a-47d2-a512-3cf99fd53441,C.J.,Beathard,-,52.3,,QB,Jacksonville Jaguars,,
48b04b67-f265-4cd7-9695-c8602df8c371,Jerreth,Sterns,-,52,,WR,Tampa Bay Buccaneers,,
93831889-1132-4b09-b864-d45d76cea50a,Ke'Shawn,Vaughn,-,51.6,,RB,Tampa Bay Buccaneers,,
0ad787ba-aa51-41e2-9cbb-9305098fa05b,Taylor,Heinicke,-,51.2,,QB,Washington Commanders,,
826e9f54-9da8-4df6-8ebe-1d83327fa0fa,DaeSean,Hamilton,-,50.8,,WR,,,
21df3e18-5bbf-4bcd-9ef1-6653e4679904,Mike,Harley,-,50.7,,WR,Cleveland Browns,,
27ea0da1-45a5-430e-b685-941e814f9656,Reggie,Roberson,-,50.5,,WR,Tennessee Titans,,
6cc94be3-a7c9-4eb9-bb00-4ffed9eb1793,Collin,Johnson,-,50.2,,WR,NY Giants,,
01c50fe0-5dbd-4d7e-ac92-a7cfdb5275b9,Kylin,Hill,-,50.1,,RB,Green Bay Packers,,
6ef70f48-b0f9-4a3f-8b95-9b4be2718692,Malcolm,Brown,-,50,,RB,,,
7d02486e-2678-4d6e-ae67-fe88fb466f0d,Erik,Ezukanma,-,50,,WR,Miami Dolphins,,
2f4d8923-a1b1-4873-a783-d92416f80795,Harrison,Bryant,-,49.8,,TE,Cleveland Browns,,
844c31cb-8824-4845-8361-bfec1734bb3e,Will,Dissly,-,49.1,,TE,Seattle Seahawks,,
dc065a08-32b0-4112-89cf-66e2a4e1adaf,Sam,Howell,-,48.7,,QB,Washington Commanders,,
1eef3eed-02ad-42f5-8df0-1db36d70b8e1,DeeJay,Dallas,-,48.4,,RB,Seattle Seahawks,,
a684a6d7-2491-4524-bf01-7658a20aeaf6,Nick,Mullens,-,48.3,,QB,Minnesota Vikings,,
d3607d89-0fcd-467b-b3ed-2ba2b70b1bda,Ty,Fryfogle,-,47.8,,WR,,,
cd8bad90-affc-4f0c-bdc4-c54b5ebbd09a,La'Mical,Perine,-,47,,RB,NY Jets,,
f662af3d-c411-419f-ac09-63e60e432d2d,Adam,Humphries,-,46.3,,WR,,,
296258f2-27e7-4243-974b-8e1a4ec8ac4c,Calvin,Austin,-,46.3,,WR,Pittsburgh Steelers,,
2df09050-1d04-404b-a7f5-342364103c83,Kyle,Allen,-,46,,QB,Houston Texans,,
32cf32aa-3da0-487b-a4e1-6a9127e07c52,Durham,Smythe,-,45.8,,TE,Miami Dolphins,,
33fa761d-0f68-4782-8f3a-3c1512e68037,Andy,Dalton,-,44.4,,QB,New Orleans Saints,,
845f4c35-64f3-4a9b-ab5b-332a08c0ebdc,Marquez,Stevenson,-,44.3,,WR,Buffalo Bills,,
b6fc2f5f-a5eb-4fef-847d-467e0f54b9a0,Andy,Isabella,-,44.3,,WR,Arizona Cardinals,,
1b8ec521-95e4-492c-91b4-19c7a45b63c3,Devontae,Booker,-,44.1,,RB,,,
a46301b2-2cc2-4e19-94f4-da64b0d79003,Steven,Sims,-,43.8,,WR,Pittsburgh Steelers,,
aacfa015-d234-4901-b8d3-5be451e75fdb,Phillip,Lindsay,-,43.7,,RB,Indianapolis Colts,,
78132649-2e2d-4274-89b8-7054d3629eba,Matt,Corral,-,43.4,,QB,Carolina Panthers,,
4847b2a0-eec8-42a1-b236-8e582098de5b,Cedrick,Wilson,-,43.1,,WR,Miami Dolphins,,
b9d7eb0a-f10e-4713-a7a2-ee877549fdb4,Tutu,Atwell,-,43.1,,WR,Los Angeles Rams,,
14626118-e4e8-4500-89a0-46ec25046e09,Latavius,Murray,-,42.9,,RB,,,
46e8aac9-b502-4866-99a2-aae81024bb60,Jalen,Richard,-,41.6,,RB,,,
9deb7e45-d16a-46c2-b006-47a97147572e,Isaiah,Ford,-,41.6,,WR,,,
f044663d-f54f-4424-8f1e-6962131b4245,Tylan,Wallace,-,41,,WR,Baltimore Ravens,,
19b64048-2736-43ca-abca-60b10d5dcc50,James,O'Shaughnessy,-,40.2,,TE,Chicago Bears,,
475af3f4-9fa9-4fdd-9a96-487a6a608ad6,Ross,Dwelley,-,40,,TE,San Francisco 49ers,,
09c1bc72-a0b4-4963-801a-64574a10f7b4,Lynn,Bowden,-,39.6,,WR,Miami Dolphins,,
e508e025-3b05-46bc-8d08-710e1ded6a84,Cam,Newton,-,39.3,,QB,,,
6c4b85aa-bdbf-491a-8a95-d7b1e589e2dd,Adam,Shaheen,-,39,,TE,Miami Dolphins,,
91419b10-a6e4-48c7-be3b-2f6963de2e13,Donald,Parham,-,38.9,,TE,Los Angeles Chargers,,
b14dc648-77a7-4017-8e7c-06cdd98afc57,Carson,Strong,-,38.1,,QB,Philadelphia Eagles,,
2b9f13e6-1990-414b-8d19-5bec9e6cf050,Slade,Bolden,-,38,,WR,Baltimore Ravens,,
944c50b1-5fd1-4dc5-af9c-dc8e863819b4,Cade,Otton,-,37.9,,TE,Tampa Bay Buccaneers,,
e631a436-a6ff-4fdc-8bda-074c5e73a209,Jeremy,McNichols,-,37.9,,RB,Pittsburgh Steelers,,
b0e20a80-f7a6-4125-a53a-79cb543b16f1,Leddie,Brown,-,37.8,,RB,Los Angeles Chargers,,
d877d6d1-58fa-452b-95b2-0f9214f9c02a,DeSean,Jackson,-,37.8,,WR,,,
3ebd846e-3b8a-4539-96dd-8cb5cce45fdf,Deonte,Harty,-,37.7,,WR,New Orleans Saints,,
3ebaa3c7-78f2-4c15-a7e0-332d40cad5aa,Pierre,Strong,-,36.3,,RB,New England Patriots,,
7e9b9d2c-a559-4345-a197-00a979015fa9,Tyler,Kroft,-,35.9,,TE,San Francisco 49ers,,
72b7ba78-221f-48ef-a15f-13e5dddfe629,Mohamed,Sanu,-,35.5,,WR,Miami Dolphins,,
65b5b878-bc87-455b-93c6-2e0ee513e089,Pharaoh,Brown,-,35.3,,TE,Houston Texans,,
129cb28c-cbf7-46af-8f29-3b710fda5d2d,Tyler,Johnson,-,34.9,,WR,Tampa Bay Buccaneers,,
f50a89a0-ca4e-4ed5-a56b-e22ca7a14d25,Derrick,Gore,-,34.9,,RB,,,
9a74d87a-89e6-4989-9c0b-4b5d19458e1d,Byron,Pringle,-,34.5,,WR,Chicago Bears,,
661a2b04-62d8-4403-b79f-d3b23c6fde66,Freddie,Swain,-,34.4,,WR,Seattle Seahawks,,
49aa6c69-6628-444d-be5e-9fe7bb3f56a3,Dee,Eskridge,-,34.4,,WR,Seattle Seahawks,,
55a3f97b-4b7f-412d-b774-fef31cbad73b,Amari,Rodgers,-,34.3,,WR,Green Bay Packers,,
04151879-07db-47fc-878e-d52a569b9faa,Jake,Luton,-,34.3,,QB,Jacksonville Jaguars,,
cb533261-afea-4686-baa9-cc95afa0bab1,Stanley,Berryhill,-,33.9,,WR,Atlanta Falcons,,
7d966f92-9e87-4505-8e87-3a51d00e2dc9,Charlie,Kolar,-,33.9,,TE,Baltimore Ravens,,
4ddc68c3-5167-422f-bdf8-dda353f89631,Marcedes,Lewis,-,33.7,,TE,Green Bay Packers,,
f00725b8-050e-4b6b-ad88-6555fb847b1a,Devonta,Freeman,-,32.5,,RB,,,
02576871-e115-4c7b-8c8b-8fb7bb0981e3,Marcus,Johnson,-,32.5,,WR,San Francisco 49ers,,
1c0b8278-2596-4c8d-ac81-bda640638a6b,Osirus,Mitchell,-,32.3,,WR,,,
88ef76be-4f72-41cc-ab0a-b3c2e7a28202,Ihmir,Smith-Marsette,-,32.3,,WR,Minnesota Vikings,,
2797b5a4-7c40-47af-84dd-c5a7c44368ed,Anthony,Schwartz,-,32.3,,WR,Cleveland Browns,,
be318c73-6e72-49c4-8bdf-dab92cf67fa4,Tyler,Vaughns,-,32.3,,WR,Pittsburgh Steelers,,
6545fa8c-ca8f-4871-b7d9-dee46d2f7136,Dazz,Newsome,-,32.3,,WR,,,
d99e15f0-27c2-4f14-be52-45d6a4fabe63,Seth,Williams,-,32.3,,WR,Denver Broncos,,
727d50ae-5193-4575-ab19-aabf498e414c,Cornell,Powell,-,32.3,,WR,Kansas City Chiefs,,
a7f3b54a-376a-4f58-bece-0fae84e36744,Nick,Foles,-,32.2,,QB,Indianapolis Colts,,
a3d5aedd-1390-46cf-b5f1-1502391b731d,Jeff,Driskel,-,32.1,,TE,Houston Texans,,
7b52d8c1-cd83-4e32-8782-d51d0a91ad2d,Equanimeous,St. Brown,-,32.1,,WR,Chicago Bears,,
4bda5338-ad9f-48ed-81fd-9df3a5a4039f,Jesse,James,-,31.9,,TE,,,
70e77a10-aa62-4bda-a9ee-53e6dc7785bb,Jerrion,Ealy,-,31.9,,RB,Kansas City Chiefs,,
30a78cbe-3c1b-4041-be6f-465578e756a2,Brandon,Bolden,-,31.4,,RB,Las Vegas Raiders,,
c592d217-5353-4a00-9437-cf85d748d75d,Dez,Fitzpatrick,-,31.3,,WR,Tennessee Titans,,
7cf96b72-7e2d-4a8b-88d9-67982264be7b,Anthony,Miller,-,31.2,,WR,Pittsburgh Steelers,,
9af2eae4-db88-4658-870b-c272bd567855,Royce,Freeman,-,31.1,,RB,Houston Texans,,
b9db82ea-60a9-48f5-967f-62f1715eab83,Clint,Ratkovich,-,30.8,,RB,,,
6e579889-22dd-419e-bbe9-7ced1160f817,Sam,Ehlinger,-,30.7,,QB,Indianapolis Colts,,
65afd318-6b16-470c-86f1-6fdb42927146,Kellen,Mond,-,30.7,,QB,Minnesota Vikings,,
f05d352a-f462-4a53-8cea-9ff2a4f90c47,Ian,Thomas,-,30.5,,TE,Carolina Panthers,,
c4cd5849-a437-48a0-8dd8-e4a9297f0a7a,Nick,Boyle,-,30.3,,TE,Baltimore Ravens,,
a2d599ee-ba81-4dd5-ae01-08e8263b9faa,Jordan,Howard,-,30.2,,RB,,,
e72b5b4c-8cef-4273-bcde-71c367a0df1d,Darwin,Thompson,-,29.7,,RB,Seattle Seahawks,,
ab444dde-b700-4d40-b5b0-d40692ec88fd,Jaivon,Heiligh,-,29.7,,WR,,,
97184191-00e2-487c-95f7-a71d26d1774e,Foster,Moreau,-,29.5,,TE,Las Vegas Raiders,,
24986adf-c21e-4ba3-a884-35718fe08968,Max,Borghi,-,28.7,,RB,Pittsburgh Steelers,,
fd94b4f3-6335-4601-9dab-b439e1872525,Travis,Homer,-,28.3,,RB,Seattle Seahawks,,
0ca7fb6e-cc13-466e-a4c3-1eecd3431e03,Kevin,Harris,-,28.1,,RB,New England Patriots,,
ca91343a-7122-47e3-b964-d5909e0aa8fd,Raheem,Blackshear,-,28,,RB,Buffalo Bills,,
ec191664-d7bd-48e1-ac5c-9c988001de49,Bisi,Johnson,-,27.9,,WR,Minnesota Vikings,,
b9229d08-bed3-4ce0-9dfa-e11d99a6fe60,JaMycal,Hasty,-,27.6,,RB,San Francisco 49ers,,
e5cc528c-a6ad-4715-99ed-deaac2a85ab5,Jake,Ferguson,-,27.4,,TE,Dallas Cowboys,,
8af1f3a9-4179-4a31-93e6-cf73ad2dbccd,Abram,Smith,-,27.4,,RB,New Orleans Saints,,
21974bd3-4fec-4efb-ba98-2ef48c1d2e0d,Bo,Melton,-,26.5,,WR,Seattle Seahawks,,
6baaf5c3-4535-4724-8c0f-34f150bb00d7,Sincere,McCormick,-,26.2,,RB,Las Vegas Raiders,,
258deff6-df7a-470f-834b-3d43bce97ec1,Kenny,Stills,-,25.9,,WR,,,
d232b360-97cf-4d5e-871c-c2842145060e,Jeremy,Ruckert,-,25.7,,TE,NY Jets,,
457c0ed6-f6d0-4fa6-bc0b-8194cf6ef8d2,MyCole,Pruitt,-,25.4,,TE,Atlanta Falcons,,
592779cb-57f0-4681-b947-c8e472319f64,Larry,Rountree,-,25.4,,RB,,,
9730261f-eca4-4055-8a3b-d8b122d9ab69,Trey,Ragas,-,25.2,,RB,Los Angeles Rams,,
78f92755-a7be-4fc9-961e-dfc77f7c2f64,Jeff,Smith,-,25.2,,WR,NY Jets,,
b9bfb239-cba7-4045-a27c-ec67baa993bf,Dare,Ogunbowale,-,24.9,,RB,Houston Texans,,
0afd1e30-b56f-4be6-80f3-c28dc902c78d,KeeSean,Johnson,-,24.8,,WR,Atlanta Falcons,,
5061b6e3-aebf-467d-bed5-e7bacc6a4393,Ryan,Izzo,-,24.4,,TE,,,
9e110462-5b0b-475f-b0e0-d1b45b5c0ca5,Cameron,Batson,-,24,,WR,Atlanta Falcons,,
